#multi:
	mass B		mass C		mass A		
t	x	y	x	y	x	y	
2.333333E-1	-9.198386E-3	1.781772E-3	1.103643E-2	1.806555E-3	8.626494E-4	1.351882E-3
2.666667E-1	-9.107417E-3	1.872741E-3	1.105905E-2	1.675343E-3	8.626494E-4	1.424073E-3
3.000000E-1	-9.061932E-3	1.827256E-3	1.113562E-2	1.930602E-3	8.626494E-4	1.424073E-3
3.333333E-1	-9.061932E-3	1.827256E-3	1.111010E-2	1.726395E-3	8.626494E-4	1.496263E-3
3.666667E-1	-9.016448E-3	2.236618E-3	1.113562E-2	1.777447E-3	7.904590E-4	1.640644E-3
4.000000E-1	-9.425809E-3	2.100164E-3	1.111010E-2	1.751921E-3	7.182686E-4	1.640644E-3
4.333333E-1	-9.198386E-3	2.373072E-3	1.111010E-2	1.777447E-3	7.182686E-4	1.929405E-3
4.666667E-1	-9.243871E-3	2.645979E-3	1.111010E-2	1.777447E-3	7.904590E-4	2.001596E-3
5.000000E-1	-9.653232E-3	3.009856E-3	1.121220E-2	1.905076E-3	7.904590E-4	2.073786E-3
5.333333E-1	-9.471294E-3	3.282764E-3	1.059958E-2	1.905076E-3	7.904590E-4	2.290357E-3
5.666667E-1	-9.562263E-3	3.601156E-3	1.067616E-2	2.007180E-3	7.182686E-4	2.506929E-3
6.000000E-1	-9.471294E-3	3.692125E-3	1.121220E-2	2.160335E-3	7.904590E-4	2.867881E-3
6.333333E-1	-9.334840E-3	4.237940E-3	1.146746E-2	2.441120E-3	7.904590E-4	3.084452E-3
6.666667E-1	-9.289355E-3	4.419879E-3	1.167905E-2	2.555010E-3	7.904590E-4	3.228833E-3
7.000000E-1	-9.198386E-3	5.011179E-3	1.126969E-2	2.736949E-3	7.182686E-4	3.734166E-3
7.333333E-1	-9.152902E-3	5.420540E-3	1.181550E-2	2.827918E-3	7.904590E-4	4.022927E-3
7.666667E-1	-9.107417E-3	5.875386E-3	1.190647E-2	3.055341E-3	9.348398E-4	4.239498E-3
8.000000E-1	-9.061932E-3	6.239263E-3	1.158808E-2	3.191795E-3	1.007030E-3	4.456070E-3
8.333333E-1	-8.925479E-3	6.557655E-3	1.113323E-2	3.282764E-3	9.348398E-4	4.744831E-3
8.666667E-1	-8.789025E-3	7.194440E-3	1.140614E-2	3.328248E-3	9.348398E-4	5.105783E-3
9.000000E-1	-8.789025E-3	7.649286E-3	1.154259E-2	3.692125E-3	1.079221E-3	5.683307E-3
9.333333E-1	-8.698056E-3	8.013162E-3	1.154259E-2	4.056002E-3	1.151411E-3	5.899878E-3
9.666667E-1	-8.743540E-3	8.649947E-3	1.156127E-2	4.080680E-3	1.223601E-3	6.188639E-3
1.000000E0	-8.288694E-3	9.286731E-3	1.159014E-2	4.181746E-3	1.440173E-3	6.838353E-3
1.033333E0	-8.197725E-3	1.010545E-2	1.159014E-2	4.398317E-3	1.512363E-3	7.199305E-3
1.066667E0	-7.924817E-3	1.096966E-2	1.166233E-2	4.542698E-3	1.512363E-3	7.632448E-3
1.100000E0	-7.970302E-3	1.151548E-2	1.164790E-2	4.528260E-3	1.584553E-3	7.993400E-3
1.133333E0	-7.560941E-3	1.215226E-2	1.161902E-2	4.773707E-3	1.728934E-3	8.498732E-3
1.166667E0	-7.560941E-3	1.269808E-2	1.180672E-2	5.279040E-3	1.873315E-3	9.148446E-3
1.200000E0	-7.106094E-3	1.360777E-2	1.177784E-2	5.625554E-3	2.162077E-3	9.437208E-3
1.233333E0	-6.969641E-3	1.447198E-2	1.183559E-2	5.972068E-3	2.162077E-3	9.798160E-3
1.266667E0	-6.696733E-3	1.533618E-2	1.183559E-2	6.188639E-3	2.017696E-3	1.073664E-2
1.300000E0	-6.469310E-3	1.601845E-2	1.194388E-2	6.766163E-3	2.089886E-3	1.116978E-2
1.333333E0	-6.332856E-3	1.656427E-2	1.190778E-2	7.091020E-3	2.017696E-3	1.181949E-2
1.366667E0	-6.150918E-3	1.747396E-2	1.201607E-2	7.488067E-3	2.595219E-3	1.218044E-2
1.400000E0	-5.787041E-3	1.820171E-2	1.205216E-2	7.885114E-3	2.667410E-3	1.268578E-2
1.433333E0	-5.514133E-3	1.902044E-2	1.205216E-2	8.173876E-3	2.667410E-3	1.333549E-2
1.466667E0	-5.286710E-3	1.974819E-2	1.197997E-2	8.570923E-3	2.883981E-3	1.391301E-2
1.500000E0	-4.968318E-3	2.033949E-2	1.197997E-2	9.076256E-3	2.956171E-3	1.449054E-2
1.533333E0	-4.786380E-3	2.106724E-2	1.197997E-2	9.545493E-3	3.317123E-3	1.514025E-2
1.566667E0	-4.513472E-3	2.188597E-2	1.248530E-2	9.834255E-3	3.389314E-3	1.542901E-2
1.600000E0	-4.195080E-3	2.261372E-2	1.266578E-2	1.041178E-2	3.822456E-3	1.607873E-2
1.633333E0	-3.967657E-3	2.325050E-2	1.291845E-2	1.095321E-2	3.822456E-3	1.672844E-2
1.666667E0	-3.558295E-3	2.388729E-2	1.313502E-2	1.124197E-2	3.894646E-3	1.737815E-2
1.700000E0	-3.467326E-3	2.475150E-2	1.317111E-2	1.178340E-2	4.039027E-3	1.802787E-2
1.733333E0	-3.194419E-3	2.552473E-2	1.320721E-2	1.243311E-2	4.255598E-3	1.838882E-2
1.766667E0	-2.830542E-3	2.620700E-2	1.327940E-2	1.275797E-2	4.472170E-3	1.903853E-2
1.800000E0	-2.694088E-3	2.698024E-2	1.335159E-2	1.329939E-2	4.760931E-3	1.968825E-2
1.833333E0	-2.330211E-3	2.748057E-2	1.327940E-2	1.420177E-2	4.760931E-3	2.004920E-2
1.866667E0	-2.148273E-3	2.825381E-2	1.335159E-2	1.485149E-2	4.905312E-3	2.091548E-2
1.900000E0	-1.556973E-3	2.889060E-2	1.356816E-2	1.521244E-2	5.049693E-3	2.142082E-2
1.933333E0	-1.238581E-3	2.980029E-2	1.392911E-2	1.546511E-2	5.266264E-3	2.199834E-2
1.966667E0	-1.011158E-3	3.048256E-2	1.407349E-2	1.611482E-2	5.555026E-3	2.257586E-2
2.000000E0	-9.201885E-4	3.102837E-2	1.403740E-2	1.669234E-2	5.627216E-3	2.308119E-2
2.033333E0	-6.927655E-4	3.180161E-2	1.414568E-2	1.712549E-2	5.843787E-3	2.365872E-2
2.066667E0	-4.198579E-4	3.225646E-2	1.432616E-2	1.773910E-2	6.060359E-3	2.423624E-2
2.100000E0	4.449145E-5	3.265846E-2	1.447054E-2	1.824444E-2	6.132549E-3	2.488595E-2
2.133333E0	2.851261E-4	3.338036E-2	1.472321E-2	1.874977E-2	6.276930E-3	2.553567E-2
2.166667E0	5.979512E-4	3.400601E-2			6.637882E-3	2.596881E-2
2.200000E0	9.589033E-4	3.453541E-2			6.782263E-3	2.640195E-2
2.233333E0	1.319855E-3	3.511293E-2			7.071024E-3	2.683510E-2
2.266667E0	1.416109E-3	3.578671E-2			7.287596E-3	2.762919E-2
2.300000E0					7.431976E-3	2.849548E-2
2.333333E0					7.648548E-3	2.856767E-2
2.366667E0					7.937309E-3	2.907300E-2
